x,y,z,qx,qy,qz,qw,nx,ny,nz
0.47513913757539805,-0.03980422661347327,0.28019064127752297,0.700429886788424,-0.4208607353610967,0.29688459043603416,-0.4940989324887282,-0.8317873602733561,-0.44226918459414744,0.33545156975025486
0.47889317269302933,-0.04617731358133087,0.28019064127752297,-0.7181209201813328,0.3899078466420537,-0.27504972935715327,0.5065785837413868,-0.7900758589663419,-0.5130812620147874,0.33545156975025486
0.48318837370194284,-0.05219896331021025,0.28019064127752297,-0.7344449695873515,0.35821274617601456,-0.25269129548563646,0.5180939338678492,-0.7423514033117469,-0.5799884812245584,0.33545156975025486
0.48799205152894753,-0.05782334740970318,0.28019064127752297,-0.7493709612506376,0.3258357673881475,-0.22985184937112826,0.52862306274466,-0.6889772052339165,-0.6424816378855909,0.33545156975025486
0.4932676472852399,-0.06300766092071647,0.28019064127752297,-0.7628704826977217,0.29283854169776297,-0.20657486719741716,0.5381459275765657,-0.6303594746084455,-0.7000851213412941,0.33545156975025486
0.4989750105016228,-0.06771244808705727,0.28019064127752297,-0.7749178368222673,0.25928388119940193,-0.1829046580230477,0.5466444010491139,-0.5669443277597467,-0.7523605343006363,0.33545156975025486
0.5050707046978195,-0.07190190263756152,0.28019064127752297,-0.7854900908009709,0.22523565909644547,-0.15888627943651032,0.5541023058350287,-0.4992143922464516,-0.7989100293062392,0.33545156975025486
0.5115083379603158,-0.0755441402934381,0.28019064127752297,-0.7945671197474964,0.19075868811484092,-0.13456545178655974,0.5605054453886703,-0.4276851337742695,-0.8393793365937567,0.33545156975025486
0.5182389160128351,-0.07861144142688256,0.28019064127752297,-0.8021316450213399,0.15591859712839484,-0.10998847115093323,0.5658416309699676,-0.35290093319072086,-0.8734604602986951,0.33545156975025486
0.5252112150923637,-0.08108046202418231,0.28019064127752297,-0.8081692671187027,0.12078170623048103,-0.0852021212091348,0.5701007048463775,-0.27543094341818136,-0.9008940224909145,0.33545156975025486
0.5323721717929168,-0.08293241134775653,0.28019064127752297,-0.8126684930827671,0.08541490048997409,-0.060253584187042755,0.5732745596287067,-0.19586475785647878,-0.9214712371972947,0.33545156975025486
0.5396672869100998,-0.0841531949450152,0.28019064127752297,-0.8156207583811904,0.049885502631718925,-0.035190351042860904,0.5753571537039865,-0.11480792322111412,-0.9350354993890578,0.33545156975025486
0.5470410402129595,-0.08473352191565392,0.28019064127752297,-0.8170204432091819,0.014261144883897656,-0.010060131065380147,0.576344522736028,-0.03287733096711737,-0.9414835768405992,0.33545156975025486
0.5544373129864674,-0.08466897562101514,0.28019064127752297,-0.8168648831871184,-0.02139035976376097,0.015089238943364312,0.5762347872117602,0.049303477627415195,-0.9407663957890571,0.33545156975025486
0.5617998151288255,-0.08396004729737515,0.28019064127752297,-0.8151543744323432,-0.05700114664586033,0.040209885728163516,0.5750281560189906,0.13110905698694855,-0.9328894144152795,0.33545156975025486
0.5690725135531299,-0.08261213231733948,0.28019064127752297,-0.81189217299549,-0.09250342860558591,0.06525399071009869,0.572726926048775,0.21191681725699815,-0.9179125813037721,0.33545156975025486
0.5762000586329964,-0.08063548912779954,0.28019064127752297,-0.8070844886624056,-0.12782962503140957,0.09017388101192278,0.569335477823155,0.2911117625888492,-0.8959498791977727,0.33545156975025486
0.583128205446638,-0.07804516117695749,0.28019064127752297,-0.8007404731334689,-0.16291249050062506,0.11492212020609235,0.5648602671565853,0.368091171629311,-0.86716845752175,0.33545156975025486
